Date,Time,PM1.0 ug/m3 (ultrafine particles),"PM2.5 ug/m3 (combustion particles, organic compounds, metals)","PM10 ug/m3  (dust, pollen, mould spores)",PM1.0 ug/m3 (atmos env),PM2.5 ug/m3 (atmos env),PM10 ug/m3 (atmos env),>0.3um in 0.1L air,>0.5um in 0.1L air,>1.0um in 0.1L air,>2.5um in 0.1L air,>5.0um in 0.1L air,>10um in 0.1L air,CO2 in ppm,Temperature in C,Relative Humidity
2024-08-19,10:11:00,8,16,19,8,16,19,1455,442,128,12,4,4,645.22,23.18,53.96
2024-08-19,10:12:00,8,16,19,8,16,19,1491,451,121,14,4,4,624.18,23.37,53.99
2024-08-19,10:13:00,7,16,19,7,16,19,1470,444,112,14,4,4,584.72,23.37,52.61
2024-08-19,10:14:00,7,16,19,7,16,19,1470,439,112,14,4,4,544.87,23.48,52.25
2024-08-19,10:15:00,8,16,20,8,16,20,1560,462,122,18,6,4,525.76,23.58,52.73
2024-08-19,10:16:00,9,15,18,9,15,18,1590,471,108,12,4,2,528.98,23.58,52.96
2024-08-19,10:17:00,9,15,18,9,15,18,1590,471,108,12,4,2,513.80,23.76,52.48
2024-08-19,10:18:00,9,15,18,9,15,18,1590,471,108,12,4,2,481.71,23.55,51.87
2024-08-19,10:19:00,9,15,16,9,15,16,1626,487,111,10,2,0,416.42,23.53,50.74
2024-08-19,10:20:00,9,15,16,9,15,16,1626,487,111,10,2,0,447.36,23.62,51.67
2024-08-19,10:21:00,9,15,16,9,15,16,1626,487,111,10,2,0,466.87,23.69,52.28
2024-08-19,10:22:00,10,16,17,10,16,17,1704,510,125,10,2,0,460.02,23.79,50.74
2024-08-19,10:23:00,10,16,17,10,16,17,1704,510,125,10,2,0,436.32,23.73,51.01
2024-08-19,10:24:00,10,16,17,10,16,17,1704,510,125,10,2,0,439.93,23.76,50.82
2024-08-19,10:25:00,10,16,19,10,16,19,1767,529,130,8,4,2,439.65,23.82,50.97
2024-08-19,10:26:00,10,16,19,10,16,19,1767,529,130,8,4,2,440.31,23.69,50.58
2024-08-19,10:27:00,10,16,19,10,16,19,1767,529,130,8,4,2,451.02,23.79,50.52
2024-08-19,10:28:00,11,17,19,11,17,19,1872,557,135,8,4,2,452.34,23.89,50.26
2024-08-19,10:29:00,11,17,19,11,17,19,1872,557,135,8,4,2,440.51,23.92,50.48
2024-08-19,10:30:00,11,17,19,11,17,19,1872,557,135,8,4,2,425.68,23.81,50.65
2024-08-19,10:31:00,10,17,20,10,17,20,1824,545,139,10,4,2,443.38,23.92,50.77
2024-08-19,10:32:00,10,17,20,10,17,20,1824,545,139,10,4,2,432.34,23.86,50.86
2024-08-19,10:33:00,10,17,20,10,17,20,1824,545,139,10,4,2,428.20,23.82,51.19
2024-08-19,10:34:00,10,16,19,10,16,19,1719,517,141,8,4,2,422.18,23.85,50.87
2024-08-19,10:35:00,10,16,19,10,16,19,1719,517,141,8,4,2,431.37,23.95,51.27
2024-08-19,10:36:00,10,16,19,10,16,19,1719,517,141,8,4,2,405.53,23.58,50.33
2024-08-19,10:37:00,10,16,18,10,16,18,1677,499,139,8,4,2,404.04,23.73,50.88
2024-08-19,10:38:00,10,16,18,10,16,18,1677,499,139,8,4,2,416.90,23.85,51.46
2024-08-19,10:39:00,10,16,18,10,16,18,1677,499,139,8,4,2,436.85,23.75,50.62
2024-08-19,10:40:00,10,17,20,10,17,20,1740,520,155,8,4,2,425.89,23.72,50.60
2024-08-19,10:41:00,10,17,20,10,17,20,1740,520,155,8,4,2,413.62,23.71,50.63
2024-08-19,10:42:00,10,17,20,10,17,20,1740,520,155,8,4,2,420.71,23.81,51.50
2024-08-19,10:43:00,9,15,17,9,15,17,1644,488,141,4,2,2,437.87,23.92,51.12
2024-08-19,10:44:00,9,15,17,9,15,17,1644,488,141,4,2,2,421.89,23.92,49.92
2024-08-19,10:45:01,9,15,17,9,15,17,1644,488,141,4,2,2,429.44,23.99,49.91
2024-08-19,10:46:01,9,15,17,9,15,17,1587,465,141,4,2,2,418.25,23.88,50.43
2024-08-19,10:47:01,9,15,17,9,15,17,1587,465,141,4,2,2,420.90,23.89,49.81
2024-08-19,10:48:01,9,15,17,9,15,17,1587,465,141,4,2,2,420.92,23.99,50.70
2024-08-19,10:49:01,9,14,16,9,14,16,1530,444,138,4,2,2,424.65,23.97,50.49
2024-08-19,10:50:01,9,14,16,9,14,16,1530,444,138,4,2,2,425.63,23.90,50.19
2024-08-19,10:51:01,9,14,16,9,14,16,1530,444,138,4,2,2,454.58,24.03,50.82
2024-08-19,10:52:01,9,15,17,9,15,17,1551,458,133,8,2,2,458.20,24.09,50.64
2024-08-19,10:53:01,9,15,15,9,15,15,1473,435,123,8,0,0,437.64,24.02,50.31
2024-08-19,10:54:01,9,15,15,9,15,15,1482,439,120,10,0,0,438.44,23.93,49.54
2024-08-19,10:55:01,8,15,17,8,15,17,1488,430,125,14,2,2,444.38,23.83,50.14
2024-08-19,10:56:01,8,16,18,8,16,18,1515,439,130,16,2,2,437.62,23.83,50.31
2024-08-19,10:57:01,8,17,19,8,17,19,1530,450,144,18,2,2,452.14,23.82,50.97
2024-08-19,10:58:01,9,17,19,9,17,19,1536,452,140,20,2,2,450.62,23.95,51.31
2024-08-19,10:59:01,9,19,20,9,19,20,1578,466,147,22,2,2,450.46,23.92,51.75
2024-08-19,11:00:01,9,20,22,9,20,22,1626,487,152,26,2,2,476.96,23.96,51.34
