Date,Time,PM1.0 ug/m3 (ultrafine particles),"PM2.5 ug/m3 (combustion particles, organic compounds, metals)","PM10 ug/m3  (dust, pollen, mould spores)",PM1.0 ug/m3 (atmos env),PM2.5 ug/m3 (atmos env),PM10 ug/m3 (atmos env),>0.3um in 0.1L air,>0.5um in 0.1L air,>1.0um in 0.1L air,>2.5um in 0.1L air,>5.0um in 0.1L air,>10um in 0.1L air,CO2 in ppm,Temperature in C,Relative Humidity
2024-08-18,13:05:00,4,5,7,4,5,7,822,223,44,4,2,2,432.92,24.98,47.82
2024-08-18,13:06:00,4,6,7,4,6,7,831,228,49,4,2,2,429.53,25.05,47.54
2024-08-18,13:07:00,4,6,7,4,6,7,831,228,49,4,2,2,427.51,25.02,46.07
2024-08-18,13:08:00,4,6,7,4,6,7,831,228,49,4,2,2,425.63,25.13,47.64
2024-08-18,13:09:00,5,7,7,5,7,7,894,247,49,4,0,0,423.97,25.13,46.40
2024-08-18,13:10:00,5,7,7,5,7,7,894,247,49,4,0,0,430.52,24.99,47.57
2024-08-18,13:11:00,5,7,7,5,7,7,894,247,49,4,0,0,428.96,24.98,47.20
2024-08-18,13:12:00,5,7,7,5,7,7,930,259,53,6,0,0,413.26,24.78,46.75
2024-08-18,13:13:00,5,7,7,5,7,7,930,259,53,6,0,0,412.47,24.72,46.95
2024-08-18,13:14:00,5,7,7,5,7,7,930,259,53,6,0,0,413.30,24.69,46.72
2024-08-18,13:15:00,4,7,7,4,7,7,888,247,51,6,0,0,410.95,24.79,46.62
2024-08-18,13:16:00,4,7,7,4,7,7,888,247,51,6,0,0,412.08,24.89,47.33
2024-08-18,13:17:00,4,7,7,4,7,7,888,247,51,6,0,0,424.38,24.90,47.24
2024-08-18,13:18:00,4,7,7,4,7,7,840,238,53,8,0,0,420.82,24.90,47.27
2024-08-18,13:19:00,4,7,7,4,7,7,840,238,53,8,0,0,416.16,24.82,46.90
2024-08-18,13:20:00,4,7,7,4,7,7,840,238,53,8,0,0,409.13,24.90,46.49
2024-08-18,13:21:00,5,8,8,5,8,8,849,245,55,8,0,0,411.54,25.02,46.73
2024-08-18,13:22:00,5,8,8,5,8,8,849,245,55,8,0,0,415.89,25.06,46.72
2024-08-18,13:23:00,5,8,8,5,8,8,849,245,55,8,0,0,410.05,25.17,45.08
2024-08-18,13:24:00,5,9,11,5,9,11,897,261,66,14,2,2,408.14,25.20,45.90
2024-08-18,13:25:00,5,9,11,5,9,11,897,261,66,14,2,2,412.45,25.33,46.69
2024-08-18,13:26:00,5,9,11,5,9,11,897,261,66,14,2,2,413.25,25.26,46.41
2024-08-18,13:27:00,5,9,11,5,9,11,849,254,63,14,2,2,423.30,25.30,45.79
2024-08-18,13:28:00,5,9,11,5,9,11,849,254,63,14,2,2,419.78,25.34,46.24
2024-08-18,13:29:00,5,9,11,5,9,11,849,254,63,14,2,2,416.60,25.26,46.24
2024-08-18,13:30:00,5,9,10,5,9,10,822,247,56,14,2,2,412.46,25.25,45.84
2024-08-18,13:31:01,5,9,10,5,9,10,822,247,56,14,2,2,414.88,25.19,46.09
2024-08-18,13:32:01,5,9,10,5,9,10,822,247,56,14,2,2,418.75,25.13,46.65
2024-08-18,13:33:01,5,9,10,5,9,10,855,261,61,12,2,2,421.33,25.03,46.46
2024-08-18,13:34:01,5,9,10,5,9,10,855,261,61,12,2,2,419.67,25.01,46.42
2024-08-18,13:35:01,5,9,10,5,9,10,855,261,61,12,2,2,414.76,25.05,46.05
2024-08-18,13:36:01,4,8,12,4,8,12,804,244,56,14,4,4,408.80,25.17,45.75
2024-08-18,13:37:01,4,8,12,4,8,12,804,244,56,14,4,4,415.82,25.13,46.16
2024-08-18,13:38:01,4,8,12,4,8,12,804,244,56,14,4,4,398.03,25.02,45.77
2024-08-18,13:39:01,4,8,11,4,8,11,750,235,61,12,4,4,400.79,24.77,45.65
2024-08-18,13:40:01,4,8,11,4,8,11,750,235,61,12,4,4,405.77,24.82,45.72
2024-08-18,13:41:01,4,8,11,4,8,11,750,235,61,12,4,4,400.27,24.79,45.24
2024-08-18,13:42:01,4,8,11,4,8,11,750,233,61,10,4,4,397.11,24.99,45.25
2024-08-18,13:43:01,4,8,11,4,8,11,750,233,61,10,4,4,396.10,25.15,45.77
2024-08-18,13:44:01,4,8,11,4,8,11,750,233,61,10,4,4,401.58,25.27,45.75
2024-08-18,13:45:01,5,9,12,5,9,12,870,268,68,10,4,4,402.08,25.34,44.99
2024-08-18,13:46:01,5,9,12,5,9,12,870,268,68,10,4,4,399.02,25.34,45.10
2024-08-18,13:47:01,5,9,12,5,9,12,870,268,68,10,4,4,401.25,25.44,45.24
2024-08-18,13:48:01,5,8,13,5,8,13,903,279,70,10,6,4,397.83,25.33,45.18
2024-08-18,13:49:01,5,8,13,5,8,13,903,279,70,10,6,4,401.35,25.37,45.16
2024-08-18,13:50:01,5,8,13,5,8,13,903,279,70,10,6,4,398.43,25.43,44.53
2024-08-18,13:51:01,5,9,15,5,9,15,951,296,72,14,8,6,407.76,25.40,45.48
2024-08-18,13:52:01,5,9,15,5,9,15,951,296,72,14,8,6,412.07,25.38,45.82
2024-08-18,13:53:01,5,9,15,5,9,15,951,296,72,14,8,6,411.83,25.37,44.60
2024-08-18,13:54:01,5,8,12,5,8,12,903,280,63,8,6,4,415.95,25.48,45.81
2024-08-18,13:55:01,5,8,12,5,8,12,903,280,63,8,6,4,420.76,25.50,44.85
2024-08-18,13:56:01,5,8,12,5,8,12,903,280,63,8,6,4,420.70,25.54,45.76
2024-08-18,13:57:01,5,8,12,5,8,12,888,280,59,10,6,4,420.53,25.60,45.39
2024-08-18,13:58:01,5,8,12,5,8,12,888,280,59,10,6,4,419.37,25.53,44.86
2024-08-18,13:59:01,5,8,12,5,8,12,888,280,59,10,6,4,422.53,25.58,45.82
2024-08-18,14:00:01,5,9,13,5,9,13,903,287,64,12,6,4,424.85,25.56,44.85
2024-08-18,14:01:01,5,9,13,5,9,13,903,287,64,12,6,4,423.15,25.64,45.49
2024-08-18,14:02:01,5,9,13,5,9,13,903,287,64,12,6,4,423.25,25.64,45.11
2024-08-18,14:03:01,5,8,13,5,8,13,882,280,59,12,6,4,419.22,25.67,45.09
2024-08-18,14:04:01,5,8,13,5,8,13,882,280,59,12,6,4,421.25,25.70,45.57
2024-08-18,14:05:01,5,8,13,5,8,13,882,280,59,12,6,4,422.17,25.60,44.60
2024-08-18,14:06:01,5,8,11,5,8,11,897,285,55,10,4,2,409.90,25.53,44.94
2024-08-18,14:07:01,5,8,11,5,8,11,897,285,55,10,4,2,405.86,25.60,45.09
2024-08-18,14:08:01,5,8,11,5,8,11,897,285,55,10,4,2,405.90,25.61,44.50
2024-08-18,14:09:01,5,7,12,5,7,12,846,266,52,12,6,4,402.90,25.63,44.68
2024-08-18,14:10:01,5,7,12,5,7,12,846,266,52,12,6,4,403.90,25.64,44.71
2024-08-18,14:11:01,5,7,12,5,7,12,846,266,52,12,6,4,407.56,25.65,44.87
2024-08-18,14:12:01,5,7,12,5,7,12,861,268,52,12,6,4,406.16,25.70,44.65
2024-08-18,14:13:01,5,7,12,5,7,12,861,268,52,12,6,4,410.97,25.65,44.21
2024-08-18,14:14:01,5,7,12,5,7,12,861,268,52,12,6,4,410.60,25.58,44.36
2024-08-18,14:15:01,5,8,12,5,8,12,831,259,54,14,6,4,410.92,25.60,43.67
2024-08-18,14:16:01,5,8,12,5,8,12,831,259,54,14,6,4,413.87,25.63,44.14
2024-08-18,14:17:01,5,8,12,5,8,12,831,259,54,14,6,4,412.70,25.73,43.71
2024-08-18,14:18:01,5,8,12,5,8,12,819,255,64,12,4,4,414.73,25.83,44.18
2024-08-18,14:19:01,5,8,12,5,8,12,819,255,64,12,4,4,413.70,25.91,44.25
2024-08-18,14:20:01,5,8,12,5,8,12,819,255,64,12,4,4,416.27,25.94,43.79
2024-08-18,14:21:01,4,8,9,4,8,9,771,238,69,8,2,2,420.34,25.99,44.17
2024-08-18,14:22:01,4,8,9,4,8,9,771,238,69,8,2,2,418.13,25.87,44.12
2024-08-18,14:23:01,4,8,9,4,8,9,771,238,69,8,2,2,417.74,25.96,44.31
2024-08-18,14:24:01,4,8,11,4,8,11,786,240,74,10,4,2,420.70,25.85,44.34
2024-08-18,14:25:01,4,8,11,4,8,11,786,240,74,10,4,2,426.88,25.92,44.43
2024-08-18,14:26:01,4,8,11,4,8,11,786,240,74,10,4,2,425.33,25.80,44.16
2024-08-18,14:27:01,3,7,10,3,7,10,744,226,76,8,4,2,427.81,25.75,44.33
2024-08-18,14:28:02,3,7,10,3,7,10,744,226,76,8,4,2,434.05,25.81,44.52
2024-08-18,14:29:02,3,7,10,3,7,10,744,226,76,8,4,2,429.55,25.75,44.15
2024-08-18,14:30:02,4,7,9,4,7,9,750,226,71,6,4,2,427.24,25.78,44.17
2024-08-18,14:31:02,4,7,9,4,7,9,750,226,71,6,4,2,430.76,25.84,43.33
2024-08-18,14:32:02,4,7,9,4,7,9,750,226,71,6,4,2,428.56,25.92,43.82
2024-08-18,14:33:02,4,8,10,4,8,10,771,231,78,8,4,2,429.72,25.95,43.65
2024-08-18,14:34:02,4,8,10,4,8,10,771,231,78,8,4,2,430.66,25.98,43.92
2024-08-18,14:35:02,4,8,10,4,8,10,771,231,78,8,4,2,442.53,26.06,44.40
2024-08-18,14:36:02,3,7,10,3,7,10,750,222,76,8,4,2,447.89,26.02,44.27
2024-08-18,14:37:02,3,7,10,3,7,10,750,222,76,8,4,2,448.70,26.02,43.99
2024-08-18,14:38:02,3,7,10,3,7,10,750,222,76,8,4,2,463.44,26.02,44.11
2024-08-18,14:39:02,3,8,9,3,8,9,759,227,76,6,2,0,472.14,26.12,44.04
2024-08-18,14:40:02,3,8,9,3,8,9,759,227,76,6,2,0,470.67,26.15,43.98
2024-08-18,14:41:02,3,8,9,3,8,9,759,227,76,6,2,0,460.94,26.09,43.58
2024-08-18,14:42:02,4,9,10,4,9,10,801,246,81,8,2,0,454.48,26.19,43.55
2024-08-18,14:43:02,4,9,10,4,9,10,801,246,81,8,2,0,444.85,26.15,43.25
2024-08-18,14:44:02,4,9,10,4,9,10,801,246,81,8,2,0,439.59,26.21,43.34
2024-08-18,14:45:02,4,9,10,4,9,10,822,257,83,8,2,0,433.83,26.08,43.37
2024-08-18,14:46:02,4,9,10,4,9,10,822,257,83,8,2,0,438.53,26.18,43.74
2024-08-18,14:47:02,4,9,10,4,9,10,822,257,83,8,2,0,434.59,26.23,43.56
2024-08-18,14:48:02,4,8,10,4,8,10,813,252,69,8,2,0,433.73,26.28,43.70
2024-08-18,14:49:02,4,8,10,4,8,10,813,252,69,8,2,0,433.37,26.40,43.81
2024-08-18,14:50:02,4,8,10,4,8,10,813,252,69,8,2,0,440.41,26.42,43.66
2024-08-18,14:51:02,4,7,9,4,7,9,792,248,60,8,2,0,438.77,26.47,43.48
2024-08-18,14:52:02,4,7,9,4,7,9,792,248,60,8,2,0,437.18,26.47,43.56
2024-08-18,14:53:02,4,7,9,4,7,9,792,248,60,8,2,0,440.88,26.49,43.55
2024-08-18,14:54:02,4,8,8,4,8,8,798,248,57,6,0,0,432.62,26.44,43.24
2024-08-18,14:55:02,4,8,8,4,8,8,798,248,57,6,0,0,427.41,26.32,43.27
2024-08-18,14:56:02,4,8,8,4,8,8,798,248,57,6,0,0,423.88,26.13,42.79
2024-08-18,14:57:02,4,8,8,4,8,8,807,250,55,6,0,0,416.72,26.11,42.94
2024-08-18,14:58:02,4,8,8,4,8,8,807,250,55,6,0,0,408.59,26.13,42.19
2024-08-18,14:59:02,4,8,8,4,8,8,807,250,55,6,0,0,413.88,26.22,42.97
2024-08-18,15:00:02,4,7,8,4,7,8,786,241,53,6,0,0,398.87,25.95,42.78
2024-08-18,15:01:02,4,7,8,4,7,8,786,241,53,6,0,0,401.76,25.89,43.09
2024-08-18,15:02:02,4,7,8,4,7,8,786,241,53,6,0,0,396.94,25.94,43.07
2024-08-18,15:03:02,3,6,8,3,6,8,732,225,51,6,2,0,396.81,25.92,42.83
2024-08-18,15:04:02,3,6,8,3,6,8,732,225,51,6,2,0,398.01,26.05,43.27
2024-08-18,15:05:02,3,6,8,3,6,8,732,225,51,6,2,0,397.91,26.16,42.78
2024-08-18,15:06:02,4,7,11,4,7,11,801,246,62,8,4,2,399.28,26.16,42.66
2024-08-18,15:07:02,4,7,11,4,7,11,801,246,62,8,4,2,399.74,26.22,42.71
2024-08-18,15:08:02,4,7,11,4,7,11,801,246,62,8,4,2,407.29,26.25,42.50
2024-08-18,15:09:02,4,7,11,4,7,11,834,246,60,8,4,2,411.21,26.32,42.59
2024-08-18,15:10:02,4,7,11,4,7,11,834,246,60,8,4,2,419.57,26.33,43.73
2024-08-18,15:11:02,4,7,11,4,7,11,834,246,60,8,4,2,423.50,26.43,42.86
2024-08-18,15:12:02,4,7,10,4,7,10,792,232,55,6,4,2,423.80,26.42,42.96
2024-08-18,15:13:02,4,7,10,4,7,10,792,232,55,6,4,2,421.04,26.46,42.91
2024-08-18,15:14:02,4,7,10,4,7,10,792,232,55,6,4,2,412.60,26.40,42.14
2024-08-18,15:15:02,4,6,8,4,6,8,765,221,44,4,4,2,412.96,26.44,42.78
2024-08-18,15:16:02,4,6,8,4,6,8,765,221,44,4,4,2,413.69,26.38,42.35
2024-08-18,15:17:02,4,6,8,4,6,8,765,221,44,4,4,2,413.81,26.49,42.86
2024-08-18,15:18:02,4,7,9,4,7,9,795,230,55,6,4,2,421.78,26.54,42.94
2024-08-18,15:19:02,4,7,9,4,7,9,795,230,55,6,4,2,424.04,26.53,42.83
2024-08-18,15:20:02,4,7,9,4,7,9,795,230,55,6,4,2,421.90,26.57,42.00
2024-08-18,15:21:02,4,7,9,4,7,9,816,234,57,6,4,2,422.55,26.53,42.85
2024-08-18,15:22:02,4,7,9,4,7,9,816,234,57,6,4,2,419.43,26.53,42.56
2024-08-18,15:23:02,4,7,9,4,7,9,816,234,57,6,4,2,417.06,26.54,42.36
2024-08-18,15:24:03,4,6,9,4,6,9,789,230,51,6,4,2,416.14,26.50,42.22
2024-08-18,15:25:03,4,6,9,4,6,9,789,230,51,6,4,2,415.14,26.57,42.29
2024-08-18,15:26:03,4,6,9,4,6,9,789,230,51,6,4,2,416.80,26.49,42.07
2024-08-18,15:27:03,5,7,10,5,7,10,852,247,62,8,4,2,424.35,26.57,42.46
2024-08-18,15:28:03,5,7,10,5,7,10,852,247,62,8,4,2,426.16,26.54,42.14
2024-08-18,15:29:03,5,7,10,5,7,10,852,247,62,8,4,2,424.97,26.54,42.80
2024-08-18,15:30:03,5,8,12,5,8,12,879,261,71,10,6,4,436.60,26.60,42.25
2024-08-18,15:31:03,5,8,12,5,8,12,879,261,71,10,6,4,445.64,26.47,42.46
2024-08-18,15:32:03,5,8,12,5,8,12,879,261,71,10,6,4,444.53,26.49,42.78
2024-08-18,15:33:03,6,8,12,6,8,12,954,282,64,8,4,4,440.53,26.54,42.72
2024-08-18,15:34:03,6,8,12,6,8,12,954,282,64,8,4,4,444.89,26.54,43.10
2024-08-18,15:35:03,6,8,12,6,8,12,954,282,64,8,4,4,449.98,26.52,43.01
2024-08-18,15:36:03,6,9,11,6,9,11,1053,314,69,6,2,2,452.10,26.38,42.63
2024-08-18,15:37:03,6,9,11,6,9,11,1053,314,69,6,2,2,455.80,26.49,42.86
2024-08-18,15:38:03,6,9,11,6,9,11,1053,314,69,6,2,2,463.50,26.54,42.88
2024-08-18,15:39:03,6,10,11,6,10,11,1068,323,69,8,2,2,465.78,26.59,42.43
2024-08-18,15:40:03,6,10,11,6,10,11,1068,323,69,8,2,2,457.65,26.60,42.64
2024-08-18,15:41:03,6,10,11,6,10,11,1068,323,69,8,2,2,480.71,26.52,42.98
2024-08-18,15:42:03,6,9,11,6,9,11,1080,320,69,8,2,2,474.41,26.39,43.12
2024-08-18,15:43:03,6,9,11,6,9,11,1080,320,69,8,2,2,470.55,26.54,42.98
2024-08-18,15:44:03,6,9,11,6,9,11,1080,320,69,8,2,2,472.01,26.44,42.65
2024-08-18,15:45:03,6,10,11,6,10,11,1086,320,78,8,2,2,459.43,26.43,42.81
2024-08-18,15:46:03,6,10,11,6,10,11,1086,320,78,8,2,2,455.13,26.39,42.40
2024-08-18,15:47:03,6,10,11,6,10,11,1086,320,78,8,2,2,457.88,26.54,42.20
2024-08-18,15:48:03,6,9,11,6,9,11,1077,318,71,6,2,2,459.71,26.60,42.90
2024-08-18,15:49:03,6,9,11,6,9,11,1077,318,71,6,2,2,473.36,26.73,42.87
2024-08-18,15:50:03,6,9,11,6,9,11,1077,318,71,6,2,2,477.14,26.74,42.32
2024-08-18,15:51:03,6,9,12,6,9,12,1110,330,76,8,4,2,491.23,26.80,42.85
2024-08-18,15:52:03,6,9,12,6,9,12,1110,330,76,8,4,2,503.01,26.84,42.67
2024-08-18,15:53:03,6,9,12,6,9,12,1110,330,76,8,4,2,484.71,26.67,42.11
2024-08-18,15:54:03,6,9,12,6,9,12,1131,334,76,8,4,2,486.16,26.79,42.99
2024-08-18,15:55:03,6,9,12,6,9,12,1131,334,76,8,4,2,470.55,26.63,42.40
2024-08-18,15:56:03,6,9,12,6,9,12,1131,334,76,8,4,2,467.29,26.70,42.06
2024-08-18,15:57:03,5,8,11,5,8,11,1089,320,65,6,4,2,492.74,26.74,41.70
2024-08-18,15:58:03,5,8,11,5,8,11,1089,320,65,6,4,2,445.48,26.80,41.92
2024-08-18,15:59:03,5,8,11,5,8,11,1089,320,65,6,4,2,427.99,26.64,42.24
2024-08-18,16:00:03,5,8,9,5,8,9,1062,311,56,4,2,0,443.23,26.79,42.15
2024-08-18,16:01:03,5,8,9,5,8,9,1062,311,56,4,2,0,427.94,26.79,41.50
2024-08-18,16:02:03,5,8,9,5,8,9,1062,311,56,4,2,0,417.02,26.74,42.13
2024-08-18,16:03:03,5,8,9,5,8,9,1008,297,60,4,2,0,420.33,26.91,41.30
2024-08-18,16:04:03,5,8,9,5,8,9,1008,297,60,4,2,0,431.71,26.68,41.99
2024-08-18,16:05:03,5,8,9,5,8,9,1008,297,60,4,2,0,432.23,26.70,41.97
2024-08-18,16:06:03,4,7,8,4,7,8,888,255,48,6,2,0,432.27,26.68,42.02
2024-08-18,16:07:03,4,7,8,4,7,8,888,255,48,6,2,0,425.82,26.83,42.00
2024-08-18,16:08:03,4,7,8,4,7,8,888,255,48,6,2,0,424.15,26.91,41.73
2024-08-18,16:09:03,4,7,8,4,7,8,852,246,46,4,2,0,417.98,27.01,42.13
2024-08-18,16:10:03,4,7,8,4,7,8,852,246,46,4,2,0,413.54,26.90,42.21
2024-08-18,16:11:03,4,7,8,4,7,8,852,246,46,4,2,0,417.92,26.91,41.80
2024-08-18,16:12:03,4,7,8,4,7,8,825,239,51,4,2,0,414.87,26.86,41.52
2024-08-18,16:13:03,4,7,8,4,7,8,825,239,51,4,2,0,404.59,26.89,42.20
2024-08-18,16:14:03,4,7,8,4,7,8,825,239,51,4,2,0,399.83,26.86,41.84
2024-08-18,16:15:03,4,6,8,4,6,8,819,234,42,4,2,0,388.57,26.84,42.04
2024-08-18,16:16:03,4,6,8,4,6,8,819,234,42,4,2,0,398.05,26.89,42.19
2024-08-18,16:17:03,4,6,8,4,6,8,819,234,42,4,2,0,405.92,26.95,42.46
2024-08-18,16:18:03,4,6,7,4,6,7,813,229,42,4,2,0,411.33,26.89,41.87
2024-08-18,16:19:03,4,6,7,4,6,7,813,229,42,4,2,0,408.96,26.98,42.04
2024-08-18,16:20:04,4,6,7,4,6,7,813,229,42,4,2,0,403.31,27.00,41.93
2024-08-18,16:21:04,4,6,6,4,6,6,771,213,37,2,0,0,412.83,26.98,42.84
2024-08-18,16:22:04,4,6,6,4,6,6,771,213,37,2,0,0,408.11,27.07,42.11
2024-08-18,16:23:04,4,6,6,4,6,6,771,213,37,2,0,0,412.08,27.04,42.25
2024-08-18,16:24:04,4,6,6,4,6,6,777,216,41,2,0,0,407.89,27.02,42.42
2024-08-18,16:25:04,4,6,6,4,6,6,777,216,41,2,0,0,425.52,27.00,41.68
2024-08-18,16:26:04,4,6,6,4,6,6,777,216,41,2,0,0,396.09,26.93,42.44
2024-08-18,16:27:04,4,6,6,4,6,6,810,227,43,2,0,0,402.39,27.00,41.97
2024-08-18,16:28:04,4,6,6,4,6,6,810,227,43,2,0,0,397.24,26.95,42.52
2024-08-18,16:29:04,4,6,6,4,6,6,810,227,43,2,0,0,400.50,26.97,41.98
2024-08-18,16:30:04,4,7,7,4,7,7,888,250,43,2,0,0,391.57,27.01,42.29
2024-08-18,16:31:04,4,7,7,4,7,7,888,250,43,2,0,0,388.00,26.93,42.37
2024-08-18,16:32:04,4,7,7,4,7,7,888,250,43,2,0,0,376.48,26.84,42.69
2024-08-18,16:33:04,5,7,7,5,7,7,921,259,43,2,0,0,382.98,26.76,42.37
2024-08-18,16:34:04,5,7,7,5,7,7,921,259,43,2,0,0,382.98,26.64,42.05
2024-08-18,16:35:04,5,7,7,5,7,7,921,259,43,2,0,0,370.72,26.76,42.38
2024-08-18,16:36:04,5,7,7,5,7,7,957,278,48,0,0,0,387.57,26.67,42.15
2024-08-18,16:37:04,5,7,7,5,7,7,957,278,48,0,0,0,373.23,26.73,42.75
2024-08-18,16:38:04,5,7,7,5,7,7,957,278,48,0,0,0,375.95,26.73,42.07
2024-08-18,16:39:04,6,8,8,6,8,8,1008,296,59,0,0,0,375.46,26.84,42.20
2024-08-18,16:40:04,6,8,8,6,8,8,1008,296,59,0,0,0,368.17,26.70,42.33
2024-08-18,16:41:04,6,8,8,6,8,8,1008,296,59,0,0,0,367.19,26.73,42.14
2024-08-18,16:42:04,6,8,8,6,8,8,1023,303,52,0,0,0,365.47,26.71,42.04
2024-08-18,16:43:04,6,8,8,6,8,8,1023,303,52,0,0,0,366.97,26.73,42.41
2024-08-18,16:44:04,6,8,8,6,8,8,1023,303,52,0,0,0,365.75,26.81,41.95
2024-08-18,16:45:04,6,8,8,6,8,8,996,294,52,0,0,0,361.96,26.83,42.00
2024-08-18,16:46:04,6,8,8,6,8,8,996,294,52,0,0,0,371.17,26.89,42.05
2024-08-18,16:47:04,6,8,8,6,8,8,996,294,52,0,0,0,370.17,26.89,42.83
2024-08-18,16:48:04,6,9,9,6,9,9,1032,308,59,0,0,0,357.66,26.81,42.31
2024-08-18,16:49:04,6,9,9,6,9,9,1032,308,59,0,0,0,374.46,26.74,41.83
2024-08-18,16:50:04,6,9,9,6,9,9,1032,308,59,0,0,0,369.16,26.77,42.37
2024-08-18,16:51:04,6,9,9,6,9,9,1089,319,59,0,0,0,378.47,26.87,42.18
2024-08-18,16:52:04,6,9,9,6,9,9,1089,319,59,0,0,0,378.44,26.90,42.52
2024-08-18,16:53:04,6,9,9,6,9,9,1089,319,59,0,0,0,378.11,26.86,42.80
2024-08-18,16:54:04,7,10,10,7,10,10,1230,356,61,0,0,0,378.35,26.79,41.69
2024-08-18,16:55:04,7,10,10,7,10,10,1230,356,61,0,0,0,376.79,26.68,42.01
2024-08-18,16:56:04,7,10,10,7,10,10,1230,356,61,0,0,0,362.20,26.71,42.20
2024-08-18,16:57:04,7,11,11,7,11,11,1230,356,66,4,0,0,369.95,26.81,42.05
2024-08-18,16:58:04,7,11,11,7,11,11,1230,356,66,4,0,0,373.01,26.86,42.43
2024-08-18,16:59:04,7,11,11,7,11,11,1230,356,66,4,0,0,364.09,26.84,42.36
2024-08-18,17:00:04,6,10,10,6,10,10,1131,326,70,4,0,0,363.63,26.81,42.34
2024-08-18,17:01:04,6,10,10,6,10,10,1131,326,70,4,0,0,374.47,26.76,42.18
2024-08-18,17:02:04,6,10,10,6,10,10,1131,326,70,4,0,0,370.18,26.76,42.00
2024-08-18,17:03:04,6,10,10,6,10,10,1110,319,70,4,0,0,367.76,26.83,42.69
2024-08-18,17:04:04,6,10,10,6,10,10,1110,319,70,4,0,0,378.69,26.93,42.23
2024-08-18,17:05:04,6,10,10,6,10,10,1110,319,70,4,0,0,387.21,26.90,42.80
2024-08-18,17:06:04,6,10,10,6,10,10,1083,307,67,6,0,0,393.61,26.80,42.57
2024-08-18,17:07:04,6,10,10,6,10,10,1083,307,67,6,0,0,391.28,26.73,42.44
2024-08-18,17:08:04,6,10,10,6,10,10,1083,307,67,6,0,0,394.54,26.83,42.61
2024-08-18,17:09:04,6,9,9,6,9,9,1068,298,60,6,0,0,393.75,26.84,42.87
2024-08-18,17:10:04,6,9,9,6,9,9,1068,298,60,6,0,0,399.03,26.81,42.99
2024-08-18,17:11:04,6,9,9,6,9,9,1068,298,60,6,0,0,392.50,26.86,42.71
2024-08-18,17:12:04,6,10,10,6,10,10,1068,298,64,6,0,0,410.06,26.64,42.64
2024-08-18,17:13:04,6,10,10,6,10,10,1068,298,64,6,0,0,405.29,26.64,43.11
2024-08-18,17:14:04,6,10,10,6,10,10,1068,298,64,6,0,0,397.96,26.73,42.97
2024-08-18,17:15:04,6,10,10,6,10,10,1074,305,68,6,0,0,396.18,26.66,43.28
2024-08-18,17:16:04,6,10,10,6,10,10,1074,305,68,6,0,0,412.39,26.70,42.68
