End Date,End Time,PM10,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,NV10,Status/units,NV25,Status/units,PM25,Status/units,V10,Status/units,V25,Status/units
14-08-2024,01:00:00,8,P ugm-3 (TEOM FDMS),1.48844,P ugm-3,10.39763,P ugm-3,12.67988,P ugm-3,5.2,P ugm-3 (TEOM FDMS),3.6,P ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),0.4,P ugm-3 (TEOM FDMS)
14-08-2024,02:00:00,11.4,P ugm-3 (TEOM FDMS),0.98952,P ugm-3,9.843,P ugm-3,11.36025,P ugm-3,8.1,P ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),5.2,P ugm-3 (TEOM FDMS),3.3,P ugm-3 (TEOM FDMS),0.4,P ugm-3 (TEOM FDMS)
14-08-2024,03:00:00,12.5,P ugm-3 (TEOM FDMS),0.50516,P ugm-3,11.73319,P ugm-3,12.50775,P ugm-3,8.1,P ugm-3 (TEOM FDMS),4.9,P ugm-3 (TEOM FDMS),6.2,P ugm-3 (TEOM FDMS),4.4,P ugm-3 (TEOM FDMS),1.3,P ugm-3 (TEOM FDMS)
14-08-2024,04:00:00,13.1,P ugm-3 (TEOM FDMS),1.20676,P ugm-3,13.03847,P ugm-3,14.88881,P ugm-3,9.7,P ugm-3 (TEOM FDMS),5.6,P ugm-3 (TEOM FDMS),5.7,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),0.1,P ugm-3 (TEOM FDMS)
14-08-2024,05:00:00,14.5,P ugm-3 (TEOM FDMS),10.84216,P ugm-3,18.666,P ugm-3,35.29041,P ugm-3,12.6,P ugm-3 (TEOM FDMS),5.1,P ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS),-1,P ugm-3 (TEOM FDMS)
14-08-2024,06:00:00,14.8,P ugm-3 (TEOM FDMS),9.54185,P ugm-3,22.32366,P ugm-3,36.95428,P ugm-3,12.7,P ugm-3 (TEOM FDMS),7.4,P ugm-3 (TEOM FDMS),6.5,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS),-0.9,P ugm-3 (TEOM FDMS)
14-08-2024,07:00:00,12,P ugm-3 (TEOM FDMS),19.00262,P ugm-3,23.70544,P ugm-3,52.84238,P ugm-3,10.9,P ugm-3 (TEOM FDMS),7,P ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS),-2.2,P ugm-3 (TEOM FDMS)
14-08-2024,08:00:00,11.7,P ugm-3 (TEOM FDMS),25.47922,P ugm-3,23.74847,P ugm-3,62.81606,P ugm-3,10.7,P ugm-3 (TEOM FDMS),6,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),0.9,P ugm-3 (TEOM FDMS),-2.2,P ugm-3 (TEOM FDMS)
14-08-2024,09:00:00,13.1,P ugm-3 (TEOM FDMS),27.19738,P ugm-3,21.86944,P ugm-3,63.5715,P ugm-3,9.1,P ugm-3 (TEOM FDMS),4.7,P ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),0,P ugm-3 (TEOM FDMS)
14-08-2024,10:00:00,21.1,P ugm-3 (TEOM FDMS),27.95511,P ugm-3,25.66097,P ugm-3,68.52488,P ugm-3,16.3,P ugm-3 (TEOM FDMS),5.9,P ugm-3 (TEOM FDMS),6.4,P ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),0.5,P ugm-3 (TEOM FDMS)
14-08-2024,11:00:00,15.3,P ugm-3 (TEOM FDMS),26.03427,P ugm-3,23.44247,P ugm-3,63.36113,P ugm-3,11.3,P ugm-3 (TEOM FDMS),4.9,P ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),3.9,P ugm-3 (TEOM FDMS),-0.1,P ugm-3 (TEOM FDMS)
14-08-2024,12:00:00,20,P ugm-3 (TEOM FDMS),18.13574,P ugm-3,25.13981,P ugm-3,52.94756,P ugm-3,13.8,P ugm-3 (TEOM FDMS),7.2,P ugm-3 (TEOM FDMS),9.3,P ugm-3 (TEOM FDMS),6.2,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS)
14-08-2024,13:00:00,14.3,P ugm-3 (TEOM FDMS),11.86494,P ugm-3,19.01503,P ugm-3,37.20769,P ugm-3,9.2,P ugm-3 (TEOM FDMS),3.3,P ugm-3 (TEOM FDMS),4.4,P ugm-3 (TEOM FDMS),5.1,P ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS)
14-08-2024,14:00:00,12.2,P ugm-3 (TEOM FDMS),10.67065,P ugm-3,18.82378,P ugm-3,35.18522,P ugm-3,9.3,P ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),2.9,P ugm-3 (TEOM FDMS),0,P ugm-3 (TEOM FDMS)
14-08-2024,15:00:00,14.1,P ugm-3 (TEOM FDMS),17.48715,P ugm-3,21.88378,P ugm-3,48.69703,P ugm-3,10.9,P ugm-3 (TEOM FDMS),5.4,P ugm-3 (TEOM FDMS),5.6,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),0.2,P ugm-3 (TEOM FDMS)
14-08-2024,16:00:00,15.3,P ugm-3 (TEOM FDMS),19.99422,P ugm-3,27.69778,P ugm-3,58.35516,P ugm-3,10.5,P ugm-3 (TEOM FDMS),3.9,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS)
14-08-2024,17:00:00,15.1,P ugm-3 (TEOM FDMS),8.81841,P ugm-3,18.76163,P ugm-3,32.283,P ugm-3,10.1,P ugm-3 (TEOM FDMS),3.3,P ugm-3 (TEOM FDMS),4.2,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),0.9,P ugm-3 (TEOM FDMS)
14-08-2024,18:00:00,19,P ugm-3 (TEOM FDMS),12.15806,P ugm-3,26.11519,P ugm-3,44.75728,P ugm-3,13.3,P ugm-3 (TEOM FDMS),5.3,P ugm-3 (TEOM FDMS),7.4,P ugm-3 (TEOM FDMS),5.7,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS)
14-08-2024,19:00:00,18.3,P ugm-3 (TEOM FDMS),5.35404,P ugm-3,16.71047,P ugm-3,24.91988,P ugm-3,15.1,P ugm-3 (TEOM FDMS),7.1,P ugm-3 (TEOM FDMS),7.6,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),0.5,P ugm-3 (TEOM FDMS)
14-08-2024,20:00:00,18.7,P ugm-3 (TEOM FDMS),1.71504,P ugm-3,15.01313,P ugm-3,17.64281,P ugm-3,15.6,P ugm-3 (TEOM FDMS),6.9,P ugm-3 (TEOM FDMS),7.3,P ugm-3 (TEOM FDMS),3.1,P ugm-3 (TEOM FDMS),0.4,P ugm-3 (TEOM FDMS)
14-08-2024,21:00:00,14.1,P ugm-3 (TEOM FDMS),6.03693,P ugm-3,15.74944,P ugm-3,25.00594,P ugm-3,12.4,P ugm-3 (TEOM FDMS),4.3,P ugm-3 (TEOM FDMS),3.5,P ugm-3 (TEOM FDMS),1.7,P ugm-3 (TEOM FDMS),-0.8,P ugm-3 (TEOM FDMS)
14-08-2024,22:00:00,17.8,P ugm-3 (TEOM FDMS),8.89949,P ugm-3,18.29306,P ugm-3,31.93875,P ugm-3,15.4,P ugm-3 (TEOM FDMS),6.6,P ugm-3 (TEOM FDMS),5.3,P ugm-3 (TEOM FDMS),2.3,P ugm-3 (TEOM FDMS),-1.3,P ugm-3 (TEOM FDMS)
14-08-2024,23:00:00,19.2,P ugm-3 (TEOM FDMS),3.5205,P ugm-3,10.07888,P ugm-3,15.47691,P ugm-3,14.3,P ugm-3 (TEOM FDMS),8.6,P ugm-3 (TEOM FDMS),9.7,P ugm-3 (TEOM FDMS),4.9,P ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS)
14-08-2024,24:00:00,15.8,P ugm-3 (TEOM FDMS),2.01751,P ugm-3,11.08294,P ugm-3,14.17641,P ugm-3,11.7,P ugm-3 (TEOM FDMS),8.5,P ugm-3 (TEOM FDMS),8.7,P ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS)
15-08-2024,01:00:00,14,P ugm-3 (TEOM FDMS),2.97273,P ugm-3,11.22638,P ugm-3,15.7845,P ugm-3,7.5,P ugm-3 (TEOM FDMS),7.9,P ugm-3 (TEOM FDMS),10.7,P ugm-3 (TEOM FDMS),6.5,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS)
15-08-2024,02:00:00,13.9,P ugm-3 (TEOM FDMS),1.06852,P ugm-3,9.3585,P ugm-3,10.99688,P ugm-3,7.1,P ugm-3 (TEOM FDMS),6.8,P ugm-3 (TEOM FDMS),9.4,P ugm-3 (TEOM FDMS),6.8,P ugm-3 (TEOM FDMS),2.6,P ugm-3 (TEOM FDMS)
15-08-2024,03:00:00,15.6,P ugm-3 (TEOM FDMS),1.62149,P ugm-3,6.93759,P ugm-3,9.42384,P ugm-3,7.1,P ugm-3 (TEOM FDMS),6.1,P ugm-3 (TEOM FDMS),10.6,P ugm-3 (TEOM FDMS),8.5,P ugm-3 (TEOM FDMS),4.5,P ugm-3 (TEOM FDMS)
15-08-2024,04:00:00,12.3,P ugm-3 (TEOM FDMS),2.12041,P ugm-3,8.415,P ugm-3,11.66625,P ugm-3,6.9,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),5.3,P ugm-3 (TEOM FDMS),5.4,P ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS)
15-08-2024,05:00:00,15.4,P ugm-3 (TEOM FDMS),11.92419,P ugm-3,6.40209,P ugm-3,24.68559,P ugm-3,10.7,P ugm-3 (TEOM FDMS),4.7,P ugm-3 (TEOM FDMS),5.9,P ugm-3 (TEOM FDMS),4.7,P ugm-3 (TEOM FDMS),1.2,P ugm-3 (TEOM FDMS)
15-08-2024,06:00:00,16.6,P ugm-3 (TEOM FDMS),13.88869,P ugm-3,13.34447,P ugm-3,34.64016,P ugm-3,12,P ugm-3 (TEOM FDMS),5.9,P ugm-3 (TEOM FDMS),7.3,P ugm-3 (TEOM FDMS),4.7,P ugm-3 (TEOM FDMS),1.4,P ugm-3 (TEOM FDMS)
15-08-2024,07:00:00,11.8,P ugm-3 (TEOM FDMS),23.23096,P ugm-3,15.84028,P ugm-3,51.46059,P ugm-3,8.5,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),3.3,P ugm-3 (TEOM FDMS),0,P ugm-3 (TEOM FDMS)
15-08-2024,08:00:00,12.2,P ugm-3 (TEOM FDMS),28.95919,P ugm-3,19.17281,P ugm-3,63.57628,P ugm-3,5.7,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS),5.5,P ugm-3 (TEOM FDMS),6.5,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS)
15-08-2024,09:00:00,15.4,P ugm-3 (TEOM FDMS),13.84503,P ugm-3,9.18,P ugm-3,30.40875,P ugm-3,9.3,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),6.1,P ugm-3 (TEOM FDMS),2,P ugm-3 (TEOM FDMS)
15-08-2024,10:00:00,12.9,P ugm-3 (TEOM FDMS),12.56343,P ugm-3,13.04325,P ugm-3,32.30691,P ugm-3,6.4,P ugm-3 (TEOM FDMS),1.7,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),6.5,P ugm-3 (TEOM FDMS),2.3,P ugm-3 (TEOM FDMS)
15-08-2024,11:00:00,12.4,P ugm-3 (TEOM FDMS),13.35235,P ugm-3,20.03822,P ugm-3,40.51153,P ugm-3,8.2,P ugm-3 (TEOM FDMS),1.4,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),4.2,P ugm-3 (TEOM FDMS),1.4,P ugm-3 (TEOM FDMS)
15-08-2024,12:00:00,14.1,P ugm-3 (TEOM FDMS),12.17677,P ugm-3,13.64569,P ugm-3,32.31647,P ugm-3,10.3,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),0,P ugm-3 (TEOM FDMS)
15-08-2024,13:00:00,14.4,P ugm-3 (TEOM FDMS),8.18541,P ugm-3,8.19028,P ugm-3,20.74106,P ugm-3,8.2,P ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),6.2,P ugm-3 (TEOM FDMS),2.5,P ugm-3 (TEOM FDMS)
15-08-2024,14:00:00,19,P ugm-3 (TEOM FDMS),10.72054,P ugm-3,7.52091,P ugm-3,23.95884,P ugm-3,11.7,P ugm-3 (TEOM FDMS),3.1,P ugm-3 (TEOM FDMS),6.1,P ugm-3 (TEOM FDMS),7.2,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS)
15-08-2024,15:00:00,17,P ugm-3 (TEOM FDMS),11.95849,P ugm-3,10.53788,P ugm-3,28.87397,P ugm-3,14,P ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),0.2,P ugm-3 (TEOM FDMS)
15-08-2024,16:00:00,14.8,P ugm-3 (TEOM FDMS),14.86782,P ugm-3,14.91272,P ugm-3,37.70972,P ugm-3,14.1,P ugm-3 (TEOM FDMS),5.7,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),0.7,P ugm-3 (TEOM FDMS),-1.9,P ugm-3 (TEOM FDMS)
15-08-2024,17:00:00,18.1,P ugm-3 (TEOM FDMS),15.37609,P ugm-3,15.33347,P ugm-3,38.90981,P ugm-3,14,P ugm-3 (TEOM FDMS),8,P ugm-3 (TEOM FDMS),7.1,P ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),-0.9,P ugm-3 (TEOM FDMS)
15-08-2024,18:00:00,14.4,P ugm-3 (TEOM FDMS),13.37417,P ugm-3,10.6335,P ugm-3,31.14028,P ugm-3,7.4,P ugm-3 (TEOM FDMS),3.9,P ugm-3 (TEOM FDMS),6.4,P ugm-3 (TEOM FDMS),7,P ugm-3 (TEOM FDMS),2.4,P ugm-3 (TEOM FDMS)
15-08-2024,19:00:00,0.3,P ugm-3 (TEOM FDMS),10.18732,P ugm-3,11.322,P ugm-3,26.94234,P ugm-3,2.8,P ugm-3 (TEOM FDMS),1.2,P ugm-3 (TEOM FDMS),-1,P ugm-3 (TEOM FDMS),-2.5,P ugm-3 (TEOM FDMS),-2.2,P ugm-3 (TEOM FDMS)
15-08-2024,20:00:00,7.4,P ugm-3 (TEOM FDMS),12.65074,P ugm-3,8.39588,P ugm-3,27.79341,P ugm-3,5.1,P ugm-3 (TEOM FDMS),4.8,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),2.3,P ugm-3 (TEOM FDMS),-1.8,P ugm-3 (TEOM FDMS)
15-08-2024,21:00:00,10.6,P ugm-3 (TEOM FDMS),7.83304,P ugm-3,9.77288,P ugm-3,21.78338,P ugm-3,6.4,P ugm-3 (TEOM FDMS),6.3,P ugm-3 (TEOM FDMS),6.4,P ugm-3 (TEOM FDMS),4.2,P ugm-3 (TEOM FDMS),0.1,P ugm-3 (TEOM FDMS)
15-08-2024,22:00:00,10.4,P ugm-3 (TEOM FDMS),6.44231,P ugm-3,11.23116,P ugm-3,21.10922,P ugm-3,6,P ugm-3 (TEOM FDMS),6.4,P ugm-3 (TEOM FDMS),7,P ugm-3 (TEOM FDMS),4.4,P ugm-3 (TEOM FDMS),0.6,P ugm-3 (TEOM FDMS)
15-08-2024,23:00:00,1.1,P ugm-3 (TEOM FDMS),3.33341,P ugm-3,6.01959,P ugm-3,11.13075,P ugm-3,-1.8,P ugm-3 (TEOM FDMS),0.7,P ugm-3 (TEOM FDMS),-0.5,P ugm-3 (TEOM FDMS),2.9,P ugm-3 (TEOM FDMS),-1.2,P ugm-3 (TEOM FDMS)
15-08-2024,24:00:00,5.7,P ugm-3 (TEOM FDMS),2.82202,P ugm-3,5.57494,P ugm-3,9.90197,P ugm-3,0.7,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),0.7,P ugm-3 (TEOM FDMS)
16-08-2024,01:00:00,6.7,P ugm-3 (TEOM FDMS),2.85216,P ugm-3,5.14463,P ugm-3,9.51788,P ugm-3,2.4,P ugm-3 (TEOM FDMS),2.6,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),4.3,P ugm-3 (TEOM FDMS),0.4,P ugm-3 (TEOM FDMS)
16-08-2024,02:00:00,6.5,P ugm-3 (TEOM FDMS),4.53186,P ugm-3,6.36863,P ugm-3,13.31737,P ugm-3,0.8,P ugm-3 (TEOM FDMS),1.2,P ugm-3 (TEOM FDMS),2.6,P ugm-3 (TEOM FDMS),5.7,P ugm-3 (TEOM FDMS),1.4,P ugm-3 (TEOM FDMS)
16-08-2024,03:00:00,7.2,P ugm-3 (TEOM FDMS),3.79803,P ugm-3,6.11044,P ugm-3,11.934,P ugm-3,4.4,P ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),3.5,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),-0.5,P ugm-3 (TEOM FDMS)
16-08-2024,04:00:00,10.6,P ugm-3 (TEOM FDMS),2.76589,P ugm-3,9.07959,P ugm-3,13.32056,P ugm-3,5.9,P ugm-3 (TEOM FDMS),4.4,P ugm-3 (TEOM FDMS),5.4,P ugm-3 (TEOM FDMS),4.7,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS)
16-08-2024,05:00:00,8.6,P ugm-3 (TEOM FDMS),8.34444,P ugm-3,9.84938,P ugm-3,22.644,P ugm-3,5.3,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),3.5,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS)
16-08-2024,06:00:00,11.1,P ugm-3 (TEOM FDMS),19.02133,P ugm-3,17.38463,P ugm-3,46.55025,P ugm-3,8.3,P ugm-3 (TEOM FDMS),2.7,P ugm-3 (TEOM FDMS),2.4,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),-0.3,P ugm-3 (TEOM FDMS)
16-08-2024,07:00:00,8.6,P ugm-3 (TEOM FDMS),33.29979,P ugm-3,30.30834,P ugm-3,81.36731,P ugm-3,6.7,P ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS),-0.1,P ugm-3 (TEOM FDMS)
16-08-2024,08:00:00,13.2,P ugm-3 (TEOM FDMS),31.7469,P ugm-3,27.0045,P ugm-3,75.68241,P ugm-3,12.1,P ugm-3 (TEOM FDMS),6,P ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS),-1.4,P ugm-3 (TEOM FDMS)
16-08-2024,09:00:00,12.9,P ugm-3 (TEOM FDMS),17.20962,P ugm-3,16.93997,P ugm-3,43.32769,P ugm-3,8.6,P ugm-3 (TEOM FDMS),4.2,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),4.3,P ugm-3 (TEOM FDMS),0.8,P ugm-3 (TEOM FDMS)
16-08-2024,10:00:00,9.3,P ugm-3 (TEOM FDMS),13.73901,P ugm-3,12.7755,P ugm-3,33.84169,P ugm-3,4.7,P ugm-3 (TEOM FDMS),1.6,P ugm-3 (TEOM FDMS),2.3,P ugm-3 (TEOM FDMS),4.6,P ugm-3 (TEOM FDMS),0.7,P ugm-3 (TEOM FDMS)
16-08-2024,11:00:00,8.3,P ugm-3 (TEOM FDMS),11.88365,P ugm-3,10.11713,P ugm-3,28.33847,P ugm-3,4.7,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),3.8,P ugm-3 (TEOM FDMS),3.6,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS)
16-08-2024,12:00:00,12.5,P ugm-3 (TEOM FDMS),13.63299,P ugm-3,16.30884,P ugm-3,37.21247,P ugm-3,9.7,P ugm-3 (TEOM FDMS),7,P ugm-3 (TEOM FDMS),7.3,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS)
16-08-2024,13:00:00,7.6,P ugm-3 (TEOM FDMS),16.51737,P ugm-3,22.52925,P ugm-3,47.85553,P ugm-3,4.6,P ugm-3 (TEOM FDMS),2.4,P ugm-3 (TEOM FDMS),2.6,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),0.2,P ugm-3 (TEOM FDMS)
16-08-2024,14:00:00,11.7,P ugm-3 (TEOM FDMS),18.47251,P ugm-3,16.95909,P ugm-3,45.28322,P ugm-3,6.7,P ugm-3 (TEOM FDMS),2.7,P ugm-3 (TEOM FDMS),5.8,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS)
16-08-2024,15:00:00,11.5,P ugm-3 (TEOM FDMS),15.86566,P ugm-3,21.98897,P ugm-3,46.31597,P ugm-3,8.3,P ugm-3 (TEOM FDMS),3.5,P ugm-3 (TEOM FDMS),5.6,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS)
16-08-2024,16:00:00,13.2,P ugm-3 (TEOM FDMS),14.41255,P ugm-3,18.59428,P ugm-3,40.69322,P ugm-3,12.6,P ugm-3 (TEOM FDMS),7.2,P ugm-3 (TEOM FDMS),7.4,P ugm-3 (TEOM FDMS),0.6,P ugm-3 (TEOM FDMS),0.2,P ugm-3 (TEOM FDMS)
16-08-2024,17:00:00,11.5,P ugm-3 (TEOM FDMS),16.05275,P ugm-3,22.33322,P ugm-3,46.94709,P ugm-3,13.7,P ugm-3 (TEOM FDMS),7.8,P ugm-3 (TEOM FDMS),5,P ugm-3 (TEOM FDMS),-2.3,P ugm-3 (TEOM FDMS),-2.8,P ugm-3 (TEOM FDMS)
16-08-2024,18:00:00,10.4,P ugm-3 (TEOM FDMS),17.78338,P ugm-3,28.12809,P ugm-3,55.39556,P ugm-3,9.9,P ugm-3 (TEOM FDMS),5.4,P ugm-3 (TEOM FDMS),4.3,P ugm-3 (TEOM FDMS),0.5,P ugm-3 (TEOM FDMS),-1.1,P ugm-3 (TEOM FDMS)
16-08-2024,19:00:00,14.2,P ugm-3 (TEOM FDMS),13.43342,P ugm-3,33.27272,P ugm-3,53.87034,P ugm-3,8.2,P ugm-3 (TEOM FDMS),6.3,P ugm-3 (TEOM FDMS),7.7,P ugm-3 (TEOM FDMS),6,P ugm-3 (TEOM FDMS),1.4,P ugm-3 (TEOM FDMS)
16-08-2024,20:00:00,20.3,P ugm-3 (TEOM FDMS),3.78244,P ugm-3,37.58063,P ugm-3,43.38028,P ugm-3,13.3,P ugm-3 (TEOM FDMS),9.3,P ugm-3 (TEOM FDMS),12.5,P ugm-3 (TEOM FDMS),7,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS)
16-08-2024,21:00:00,13.2,P ugm-3 (TEOM FDMS),17.84263,P ugm-3,42.77306,P ugm-3,70.13138,P ugm-3,12.5,P ugm-3 (TEOM FDMS),5.8,P ugm-3 (TEOM FDMS),5.3,P ugm-3 (TEOM FDMS),0.8,P ugm-3 (TEOM FDMS),-0.5,P ugm-3 (TEOM FDMS)
16-08-2024,22:00:00,19.8,P ugm-3 (TEOM FDMS),19.41423,P ugm-3,39.27797,P ugm-3,69.04603,P ugm-3,16.9,P ugm-3 (TEOM FDMS),7.9,P ugm-3 (TEOM FDMS),8.2,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS)
16-08-2024,23:00:00,20.4,P ugm-3 (TEOM FDMS),18.10144,P ugm-3,38.10178,P ugm-3,65.85694,P ugm-3,18.1,P ugm-3 (TEOM FDMS),7.6,P ugm-3 (TEOM FDMS),7.3,P ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS),-0.3,P ugm-3 (TEOM FDMS)
16-08-2024,24:00:00,20.6,P ugm-3 (TEOM FDMS),14.77427,P ugm-3,25.71356,P ugm-3,48.36713,P ugm-3,17.8,P ugm-3 (TEOM FDMS),7.6,P ugm-3 (TEOM FDMS),7.7,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),0.1,P ugm-3 (TEOM FDMS)
17-08-2024,01:00:00,19.4,P ugm-3 (TEOM FDMS),3.58391,P ugm-3,15.3255,P ugm-3,20.82075,P ugm-3,16,P ugm-3 (TEOM FDMS),7.3,P ugm-3 (TEOM FDMS),8,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),0.7,P ugm-3 (TEOM FDMS)
17-08-2024,02:00:00,16.6,P ugm-3 (TEOM FDMS),2.34908,P ugm-3,13.11975,P ugm-3,16.72162,P ugm-3,13,P ugm-3 (TEOM FDMS),6.9,P ugm-3 (TEOM FDMS),8.1,P ugm-3 (TEOM FDMS),3.6,P ugm-3 (TEOM FDMS),1.2,P ugm-3 (TEOM FDMS)
17-08-2024,03:00:00,14.3,P ugm-3 (TEOM FDMS),2.38234,P ugm-3,11.78578,P ugm-3,15.43866,P ugm-3,11.1,P ugm-3 (TEOM FDMS),7,P ugm-3 (TEOM FDMS),7.7,P ugm-3 (TEOM FDMS),3.2,P ugm-3 (TEOM FDMS),0.7,P ugm-3 (TEOM FDMS)
17-08-2024,04:00:00,9.8,P ugm-3 (TEOM FDMS),1.01655,P ugm-3,8.16159,P ugm-3,9.72028,P ugm-3,8.1,P ugm-3 (TEOM FDMS),5.2,P ugm-3 (TEOM FDMS),4.3,P ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),-0.9,P ugm-3 (TEOM FDMS)
17-08-2024,05:00:00,16.2,P ugm-3 (TEOM FDMS),3.54857,P ugm-3,11.45109,P ugm-3,16.89216,P ugm-3,12.1,P ugm-3 (TEOM FDMS),6,P ugm-3 (TEOM FDMS),7.3,P ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),1.3,P ugm-3 (TEOM FDMS)
17-08-2024,06:00:00,13.8,P ugm-3 (TEOM FDMS),9.34228,P ugm-3,14.7645,P ugm-3,29.08913,P ugm-3,9.8,P ugm-3 (TEOM FDMS),5.7,P ugm-3 (TEOM FDMS),6.3,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),0.6,P ugm-3 (TEOM FDMS)
17-08-2024,07:00:00,13.3,P ugm-3 (TEOM FDMS),17.02565,P ugm-3,15.35738,P ugm-3,41.463,P ugm-3,13.1,P ugm-3 (TEOM FDMS),8.5,P ugm-3 (TEOM FDMS),6.5,P ugm-3 (TEOM FDMS),0.2,P ugm-3 (TEOM FDMS),-2,P ugm-3 (TEOM FDMS)
