Date,Time,PM1.0 ug/m3 (ultrafine particles),"PM2.5 ug/m3 (combustion particles, organic compounds, metals)","PM10 ug/m3  (dust, pollen, mould spores)",PM1.0 ug/m3 (atmos env),PM2.5 ug/m3 (atmos env),PM10 ug/m3 (atmos env),>0.3um in 0.1L air,>0.5um in 0.1L air,>1.0um in 0.1L air,>2.5um in 0.1L air,>5.0um in 0.1L air,>10um in 0.1L air,CO2 in ppm,Temperature in C,Relative Humidity
2024-08-15,14:38:00,3,4,4,3,4,4,516,167,30,0,0,0,544.83,30.98,48.65
2024-08-15,14:39:00,3,4,4,3,4,4,546,174,34,0,0,0,511.20,30.94,49.05
2024-08-15,14:40:00,3,4,4,3,4,4,567,179,36,0,0,0,577.91,30.77,49.73
2024-08-15,14:41:00,3,4,4,3,4,4,597,184,40,0,0,0,477.55,28.52,53.64
2024-08-15,14:42:00,3,4,6,3,4,6,597,184,40,2,2,2,487.44,27.68,55.65
2024-08-15,14:43:00,3,4,6,3,4,6,651,202,38,2,2,2,528.90,27.32,57.06
2024-08-15,14:44:00,3,4,6,3,4,6,651,202,38,2,2,2,536.38,27.07,57.32
2024-08-15,14:45:00,3,4,6,3,4,6,651,202,38,2,2,2,536.63,26.97,57.57
2024-08-15,14:46:00,3,4,6,3,4,6,630,195,38,2,2,2,564.56,26.87,58.39
2024-08-15,14:47:00,3,4,6,3,4,6,630,195,38,2,2,2,542.76,26.68,58.00
2024-08-15,14:48:00,3,4,6,3,4,6,630,195,38,2,2,2,539.73,26.73,57.90
2024-08-15,14:49:00,3,5,7,3,5,7,630,190,40,4,4,2,495.82,26.64,56.95
2024-08-15,14:50:00,3,5,7,3,5,7,630,190,40,4,4,2,495.87,26.71,57.68
2024-08-15,14:51:00,3,5,7,3,5,7,630,190,40,4,4,2,497.51,26.79,57.54
2024-08-15,14:52:00,3,4,7,3,4,7,615,185,36,4,4,2,481.39,26.66,56.40
2024-08-15,14:53:00,3,4,7,3,4,7,615,185,36,4,4,2,429.54,26.57,56.21
2024-08-15,14:54:00,3,4,7,3,4,7,615,185,36,4,4,2,422.78,26.66,56.42
2024-08-15,14:55:00,3,4,7,3,4,7,627,187,36,4,4,2,418.44,26.70,56.43
2024-08-15,14:56:00,3,4,7,3,4,7,627,187,36,4,4,2,416.22,26.71,56.36
2024-08-15,14:57:00,3,4,7,3,4,7,627,187,36,4,4,2,380.78,26.54,56.01
2024-08-15,14:58:00,3,4,7,3,4,7,585,173,36,4,4,2,382.10,26.56,56.16
2024-08-15,14:59:00,3,4,7,3,4,7,585,173,36,4,4,2,377.11,26.49,55.76
2024-08-15,15:00:00,3,4,7,3,4,7,585,173,36,4,4,2,368.70,26.57,55.85
2024-08-15,15:01:00,2,4,6,2,4,6,543,162,32,4,4,2,372.63,26.50,55.77
2024-08-15,15:02:00,2,4,6,2,4,6,543,162,32,4,4,2,376.36,26.63,55.90
2024-08-15,15:03:00,2,4,6,2,4,6,543,162,32,4,4,2,375.79,26.73,55.92
2024-08-15,15:04:00,2,4,6,2,4,6,543,162,34,4,4,2,383.97,26.76,55.73
2024-08-15,15:05:01,2,4,6,2,4,6,543,162,34,4,4,2,385.63,26.81,55.66
2024-08-15,15:06:01,2,4,6,2,4,6,543,162,34,4,4,2,391.02,26.70,55.40
2024-08-15,15:07:01,2,3,6,2,3,6,513,155,32,4,4,2,386.01,26.59,55.31
2024-08-15,15:08:01,2,3,6,2,3,6,513,155,32,4,4,2,393.04,26.66,55.61
2024-08-15,15:09:01,2,3,6,2,3,6,513,155,32,4,4,2,410.00,26.71,55.68
2024-08-15,15:10:01,2,4,5,2,4,5,525,159,30,2,2,0,416.99,26.74,55.49
2024-08-15,15:11:01,2,4,5,2,4,5,525,159,30,2,2,0,407.48,26.67,55.44
2024-08-15,15:12:01,2,4,5,2,4,5,525,159,30,2,2,0,401.47,26.66,55.24
2024-08-15,15:13:01,2,4,7,2,4,7,519,155,39,6,4,2,399.93,26.73,55.40
2024-08-15,15:14:01,2,4,7,2,4,7,519,155,39,6,4,2,398.18,26.76,55.28
2024-08-15,15:15:01,2,4,7,2,4,7,519,155,39,6,4,2,397.72,26.70,55.63
2024-08-15,15:16:01,2,4,7,2,4,7,567,169,41,6,4,2,390.32,26.62,55.67
2024-08-15,15:17:01,2,4,7,2,4,7,567,169,41,6,4,2,389.01,26.67,55.90
2024-08-15,15:18:01,2,4,7,2,4,7,567,169,41,6,4,2,381.20,26.59,55.59
2024-08-15,15:19:01,3,4,6,3,4,6,567,172,35,4,2,2,371.18,26.70,55.54
2024-08-15,15:20:01,3,4,6,3,4,6,567,172,35,4,2,2,371.84,26.73,55.38
2024-08-15,15:21:01,3,4,6,3,4,6,567,172,35,4,2,2,380.23,26.76,55.73
2024-08-15,15:22:01,3,5,6,3,5,6,636,193,42,4,2,2,382.81,26.79,55.35
2024-08-15,15:23:01,3,5,6,3,5,6,636,193,42,4,2,2,384.65,26.95,55.36
2024-08-15,15:24:01,3,5,6,3,5,6,636,193,42,4,2,2,387.71,27.04,55.18
2024-08-15,15:25:01,3,5,6,3,5,6,615,184,38,4,2,2,382.48,27.01,55.20
2024-08-15,15:26:01,3,5,6,3,5,6,615,184,38,4,2,2,381.49,26.98,55.35
2024-08-15,15:27:01,3,5,6,3,5,6,615,184,38,4,2,2,384.12,27.00,55.28
2024-08-15,15:28:01,3,5,6,3,5,6,642,191,38,4,2,2,383.08,26.98,55.22
2024-08-15,15:29:01,3,5,6,3,5,6,642,191,38,4,2,2,386.80,27.07,55.23
2024-08-15,15:30:01,3,5,6,3,5,6,642,191,38,4,2,2,388.23,27.14,55.15
2024-08-15,15:31:01,3,5,7,3,5,7,684,202,38,4,2,2,390.13,27.21,55.09
2024-08-15,15:32:01,3,5,7,3,5,7,684,202,38,4,2,2,389.44,27.10,55.04
2024-08-15,15:33:01,3,5,7,3,5,7,684,202,38,4,2,2,381.34,27.17,54.99
2024-08-15,15:34:01,3,5,6,3,5,6,669,195,34,4,2,2,433.43,27.28,55.03
2024-08-15,15:35:01,3,5,6,3,5,6,669,195,34,4,2,2,393.06,27.17,55.07
2024-08-15,15:36:01,3,5,6,3,5,6,669,195,34,4,2,2,375.99,27.10,55.18
2024-08-15,15:37:01,3,5,7,3,5,7,690,202,36,4,2,2,369.03,27.01,55.20
2024-08-15,15:38:01,3,5,7,3,5,7,690,202,36,4,2,2,367.13,26.94,55.32
2024-08-15,15:39:01,3,5,7,3,5,7,690,202,36,4,2,2,355.39,26.87,55.25
2024-08-15,15:40:01,3,5,7,3,5,7,705,205,38,6,2,2,363.63,26.98,55.51
2024-08-15,15:41:01,3,5,7,3,5,7,705,205,38,6,2,2,371.94,26.94,55.52
2024-08-15,15:42:01,3,5,7,3,5,7,705,205,38,6,2,2,366.03,26.95,54.93
2024-08-15,15:43:01,3,5,5,3,5,5,684,198,29,2,0,0,365.58,27.00,54.92
2024-08-15,15:44:01,3,5,5,3,5,5,684,198,29,2,0,0,366.18,27.21,54.52
2024-08-15,15:45:01,3,5,5,3,5,5,684,198,29,2,0,0,381.63,27.14,54.30
2024-08-15,15:46:01,3,4,4,3,4,4,705,200,25,2,0,0,357.92,27.33,53.96
2024-08-15,15:47:01,3,4,4,3,4,4,705,200,25,2,0,0,360.65,27.49,53.94
2024-08-15,15:48:01,3,4,4,3,4,4,705,200,25,2,0,0,356.52,27.41,53.49
2024-08-15,15:49:01,3,5,5,3,5,5,726,204,34,2,0,0,348.08,27.45,53.73
2024-08-15,15:50:01,3,5,5,3,5,5,726,204,34,2,0,0,344.79,27.32,53.73
2024-08-15,15:51:01,3,5,5,3,5,5,726,204,34,2,0,0,333.52,27.33,53.29
2024-08-15,15:52:01,3,4,4,3,4,4,684,192,27,2,0,0,332.75,27.49,53.55
2024-08-15,15:53:01,3,4,4,3,4,4,684,192,27,2,0,0,335.74,27.63,53.34
2024-08-15,15:54:01,3,4,4,3,4,4,684,192,27,2,0,0,343.09,27.42,53.63
2024-08-15,15:55:01,3,5,5,3,5,5,705,199,29,2,0,0,352.15,27.53,53.10
2024-08-15,15:56:01,3,5,5,3,5,5,705,199,29,2,0,0,345.01,27.60,53.53
2024-08-15,15:57:01,3,5,5,3,5,5,705,199,29,2,0,0,347.87,27.66,53.07
2024-08-15,15:58:01,4,5,5,4,5,5,741,213,27,2,0,0,353.01,27.68,53.12
2024-08-15,15:59:01,4,5,5,4,5,5,741,213,27,2,0,0,351.68,27.77,53.03
2024-08-15,16:00:01,4,5,5,4,5,5,741,213,27,2,0,0,351.74,27.73,53.13
2024-08-15,16:01:02,3,5,5,3,5,5,705,202,29,2,0,0,414.08,27.66,53.76
