Date,Time,PM1.0 ug/m3 (ultrafine particles),"PM2.5 ug/m3 (combustion particles, organic compounds, metals)","PM10 ug/m3  (dust, pollen, mould spores)",PM1.0 ug/m3 (atmos env),PM2.5 ug/m3 (atmos env),PM10 ug/m3 (atmos env),>0.3um in 0.1L air,>0.5um in 0.1L air,>1.0um in 0.1L air,>2.5um in 0.1L air,>5.0um in 0.1L air,>10um in 0.1L air,CO2 in ppm,Temperature in C,Relative Humidity
2024-08-16,14:06:03,4,8,10,4,8,10,750,231,84,12,2,2,453.39,26.91,46.32
2024-08-16,14:07:03,3,7,9,3,7,9,723,224,84,12,2,2,423.60,27.00,46.25
2024-08-16,14:08:03,3,7,9,3,7,9,723,224,84,12,2,2,424.07,26.95,46.59
2024-08-16,14:09:03,3,7,9,3,7,9,723,224,84,12,2,2,444.04,26.97,46.68
2024-08-16,14:10:03,3,7,9,3,7,9,702,217,82,12,2,2,439.30,27.12,46.58
2024-08-16,14:11:03,4,8,10,4,8,10,702,217,82,12,2,2,451.82,26.89,46.87
2024-08-16,14:12:03,4,8,10,4,8,10,702,217,82,12,2,2,445.38,27.02,46.98
2024-08-16,14:13:03,4,6,9,4,6,9,666,203,73,8,2,2,448.01,27.21,46.59
2024-08-16,14:14:03,4,6,9,4,6,9,666,203,73,8,2,2,444.26,27.04,47.02
2024-08-16,14:15:03,4,6,9,4,6,9,666,203,73,8,2,2,442.52,26.97,47.04
2024-08-16,14:16:03,4,6,9,4,6,9,693,205,68,8,2,2,455.58,27.15,46.83
2024-08-16,14:17:03,4,6,9,4,6,9,693,205,68,8,2,2,460.35,27.20,46.68
2024-08-16,14:18:03,4,6,9,4,6,9,693,205,68,8,2,2,460.45,26.98,46.83
2024-08-16,14:19:03,4,7,7,4,7,7,714,210,54,6,0,0,466.48,27.11,46.69
2024-08-16,14:20:03,4,7,7,4,7,7,714,210,54,6,0,0,466.24,27.10,46.94
2024-08-16,14:21:03,4,7,7,4,7,7,714,210,54,6,0,0,463.89,27.05,46.93
2024-08-16,14:22:03,4,6,6,4,6,6,708,210,45,6,0,0,468.34,27.18,46.67
2024-08-16,14:23:03,4,6,6,4,6,6,708,210,45,6,0,0,469.19,27.04,46.76
2024-08-16,14:24:03,4,6,6,4,6,6,708,210,45,6,0,0,464.99,27.07,46.89
2024-08-16,14:25:03,3,6,6,3,6,6,660,198,43,6,0,0,583.64,27.15,47.12
2024-08-16,14:26:03,3,6,6,3,6,6,660,198,43,6,0,0,571.58,27.15,46.97
2024-08-16,14:27:03,3,6,6,3,6,6,660,198,43,6,0,0,481.04,27.33,46.38
2024-08-16,14:28:03,3,5,5,3,5,5,603,182,37,4,0,0,471.91,27.26,46.55
2024-08-16,14:29:03,3,5,5,3,5,5,603,182,37,4,0,0,472.08,27.35,46.28
2024-08-16,14:30:03,3,5,5,3,5,5,603,182,37,4,0,0,476.14,27.32,46.15
2024-08-16,14:31:03,3,5,7,3,5,7,636,187,42,6,2,2,473.71,27.45,46.06
2024-08-16,14:32:03,3,5,7,3,5,7,636,187,42,6,2,2,469.57,27.42,45.79
2024-08-16,14:33:03,3,5,7,3,5,7,636,187,42,6,2,2,453.41,27.39,45.87
2024-08-16,14:34:03,3,5,9,3,5,9,648,189,42,8,4,4,477.82,27.29,45.79
2024-08-16,14:35:03,3,5,9,3,5,9,648,189,42,8,4,4,454.01,27.28,45.66
2024-08-16,14:36:03,3,5,9,3,5,9,648,189,42,8,4,4,455.03,27.26,45.81
2024-08-16,14:37:03,4,5,8,4,5,8,702,205,38,6,4,4,479.54,27.26,45.48
2024-08-16,14:38:03,4,5,8,4,5,8,702,205,38,6,4,4,455.64,27.12,45.54
2024-08-16,14:39:03,4,5,8,4,5,8,702,205,38,6,4,4,440.78,27.21,45.66
2024-08-16,14:40:03,4,5,9,4,5,9,723,215,38,6,4,4,442.71,27.31,45.42
2024-08-16,14:41:03,4,5,9,4,5,9,723,215,38,6,4,4,449.70,27.38,45.31
2024-08-16,14:42:03,4,5,9,4,5,9,723,215,38,6,4,4,458.78,27.37,45.63
2024-08-16,14:43:03,4,6,9,4,6,9,744,224,42,6,4,4,452.11,27.46,45.24
2024-08-16,14:44:03,4,6,9,4,6,9,744,224,42,6,4,4,461.89,27.49,45.30
2024-08-16,14:45:03,4,6,9,4,6,9,744,224,42,6,4,4,454.97,27.56,45.02
2024-08-16,14:46:03,4,6,11,4,6,11,753,227,47,8,6,6,457.53,27.53,45.19
2024-08-16,14:47:03,4,6,11,4,6,11,753,227,47,8,6,6,452.83,27.44,45.18
2024-08-16,14:48:03,4,6,11,4,6,11,753,227,47,8,6,6,485.41,27.48,45.48
2024-08-16,14:49:03,4,5,10,4,5,10,720,218,43,6,6,6,479.93,27.53,45.34
2024-08-16,14:50:04,4,5,10,4,5,10,720,218,43,6,6,6,476.70,27.58,44.95
2024-08-16,14:51:04,4,5,10,4,5,10,720,218,43,6,6,6,479.63,27.52,44.87
2024-08-16,14:52:04,4,5,10,4,5,10,714,216,45,6,6,6,456.10,27.55,44.82
2024-08-16,14:53:04,4,5,10,4,5,10,714,216,45,6,6,6,441.72,27.46,44.81
2024-08-16,14:54:04,4,5,10,4,5,10,714,216,45,6,6,6,448.65,27.48,44.79
2024-08-16,14:55:04,4,5,10,4,5,10,741,223,43,6,6,6,455.18,27.46,44.64
2024-08-16,14:56:04,4,5,10,4,5,10,741,223,43,6,6,6,449.67,27.56,44.02
2024-08-16,14:57:04,4,5,10,4,5,10,741,223,43,6,6,6,446.91,27.50,43.98
2024-08-16,14:58:04,4,5,12,4,5,12,768,232,45,8,8,8,444.64,27.53,43.93
2024-08-16,14:59:04,3,4,11,3,4,11,768,232,45,8,8,8,456.06,27.58,43.72
2024-08-16,15:00:04,3,4,11,3,4,11,768,232,45,8,8,8,449.00,27.56,43.89
2024-08-16,15:01:04,3,4,9,3,4,9,741,227,36,6,6,6,449.00,27.53,43.72
2024-08-16,15:02:04,3,4,9,3,4,9,741,227,36,6,6,6,439.52,27.52,43.90
2024-08-16,15:03:04,4,5,10,4,5,10,741,227,36,6,6,6,438.04,27.50,43.97
2024-08-16,15:04:04,4,5,10,4,5,10,777,239,38,6,6,6,431.60,27.48,43.99
2024-08-16,15:05:04,4,5,10,4,5,10,777,239,38,6,6,6,430.70,27.52,44.01
2024-08-16,15:06:04,3,4,9,3,4,9,777,239,38,6,6,6,437.62,27.41,43.79
2024-08-16,15:07:04,3,4,9,3,4,9,729,225,38,6,6,6,432.70,27.53,43.93
2024-08-16,15:08:04,3,4,9,3,4,9,729,225,38,6,6,6,431.82,27.53,43.43
2024-08-16,15:09:04,3,4,9,3,4,9,729,225,38,6,6,6,437.47,27.55,43.61
2024-08-16,15:10:04,3,4,9,3,4,9,708,220,43,6,6,6,429.59,27.52,43.35
2024-08-16,15:11:04,3,4,9,3,4,9,708,220,43,6,6,6,430.85,27.59,43.84
2024-08-16,15:12:04,3,4,9,3,4,9,708,220,43,6,6,6,436.68,27.52,43.77
2024-08-16,15:13:04,3,5,10,3,5,10,771,234,45,6,6,6,437.38,27.55,43.79
2024-08-16,15:14:04,3,5,10,3,5,10,771,234,45,6,6,6,434.54,27.50,43.82
2024-08-16,15:15:04,3,5,10,3,5,10,771,234,45,6,6,6,429.64,27.59,43.29
2024-08-16,15:16:04,4,6,11,4,6,11,750,234,45,8,6,6,414.40,27.56,43.78
2024-08-16,15:17:04,4,6,11,4,6,11,750,234,45,8,6,6,423.29,27.58,43.78
2024-08-16,15:18:04,4,6,11,4,6,11,750,234,45,8,6,6,422.23,27.59,43.40
2024-08-16,15:19:04,4,6,11,4,6,11,741,224,45,8,6,6,426.21,27.66,43.54
2024-08-16,15:20:04,4,6,11,4,6,11,741,224,45,8,6,6,418.31,27.60,43.38
2024-08-16,15:21:04,4,6,11,4,6,11,741,224,45,8,6,6,421.49,27.58,43.68
2024-08-16,15:22:04,5,7,12,5,7,12,888,259,52,8,6,6,449.46,27.52,43.73
2024-08-16,15:23:04,4,6,11,4,6,11,888,259,52,8,6,6,424.71,27.62,43.51
2024-08-16,15:24:04,4,6,11,4,6,11,888,259,52,8,6,6,424.05,27.52,43.99
2024-08-16,15:25:04,3,5,10,3,5,10,867,250,47,8,6,6,488.01,27.52,43.97
2024-08-16,15:26:04,3,5,10,3,5,10,867,250,47,8,6,6,428.42,27.59,43.61
2024-08-16,15:27:04,3,5,10,3,5,10,867,250,47,8,6,6,429.22,27.63,43.73
2024-08-16,15:28:04,4,6,9,4,6,9,909,255,47,6,4,4,431.37,27.66,43.68
2024-08-16,15:29:04,4,6,9,4,6,9,909,255,47,6,4,4,421.69,27.63,43.73
2024-08-16,15:30:04,5,7,10,5,7,10,909,255,47,6,4,4,428.09,27.55,43.63
2024-08-16,15:31:04,5,7,10,5,7,10,903,258,51,6,4,4,425.07,27.53,43.81
2024-08-16,15:32:04,5,7,10,5,7,10,903,258,51,6,4,4,412.68,27.42,42.36
2024-08-16,15:33:04,5,7,10,5,7,10,903,258,51,6,4,4,405.29,27.59,42.93
2024-08-16,15:34:04,3,6,7,3,6,7,876,251,54,4,2,2,412.18,27.41,43.26
2024-08-16,15:35:04,3,6,7,3,6,7,876,251,54,4,2,2,410.83,27.62,42.63
2024-08-16,15:36:04,3,6,7,3,6,7,876,251,54,4,2,2,414.24,27.56,42.78
2024-08-16,15:37:04,4,7,8,4,7,8,870,244,56,4,2,2,404.66,27.62,43.12
2024-08-16,15:38:04,4,7,8,4,7,8,870,244,56,4,2,2,426.12,27.70,42.97
2024-08-16,15:39:04,4,7,8,4,7,8,870,244,56,4,2,2,414.29,27.72,42.78
2024-08-16,15:40:04,4,6,9,4,6,9,834,230,51,6,4,4,414.70,27.68,43.04
2024-08-16,15:41:04,3,5,8,3,5,8,834,230,51,6,4,4,414.14,27.66,42.67
2024-08-16,15:42:04,3,5,8,3,5,8,834,230,51,6,4,4,416.87,27.75,43.13
2024-08-16,15:43:04,3,5,8,3,5,8,792,221,51,6,4,4,434.47,27.60,42.94
2024-08-16,15:44:04,4,6,9,4,6,9,792,221,51,6,4,4,425.10,27.69,43.17
2024-08-16,15:45:04,4,6,9,4,6,9,792,221,51,6,4,4,425.20,27.86,42.74
2024-08-16,15:46:05,4,5,7,4,5,7,783,218,44,2,2,2,420.53,27.72,42.69
2024-08-16,15:47:05,4,5,7,4,5,7,783,218,44,2,2,2,445.72,27.69,42.68
2024-08-16,15:48:05,3,4,6,3,4,6,783,218,44,2,2,2,404.27,27.70,42.72
2024-08-16,15:49:05,3,5,8,3,5,8,804,223,53,4,4,4,406.01,27.79,42.37
2024-08-16,15:50:05,3,5,8,3,5,8,804,223,53,4,4,4,414.80,27.79,42.22
2024-08-16,15:51:05,3,5,8,3,5,8,804,223,53,4,4,4,410.98,27.79,42.54
2024-08-16,15:52:05,2,4,9,2,4,9,669,192,50,8,6,6,448.71,27.63,42.76
2024-08-16,15:53:05,2,4,9,2,4,9,669,192,50,8,6,6,423.24,27.75,42.76
2024-08-16,15:54:05,3,5,10,3,5,10,669,192,50,8,6,6,421.46,27.76,42.90
2024-08-16,15:55:05,3,6,10,3,6,10,678,196,52,8,6,6,410.59,27.84,42.62
2024-08-16,15:56:05,3,6,10,3,6,10,678,196,52,8,6,6,417.79,27.80,42.57
2024-08-16,15:57:05,3,6,10,3,6,10,678,196,52,8,6,6,413.40,27.83,42.71
2024-08-16,15:58:05,2,5,9,2,5,9,651,191,54,8,6,6,418.31,27.83,42.43
2024-08-16,15:59:05,2,5,9,2,5,9,651,191,54,8,6,6,442.76,27.87,42.68
2024-08-16,16:00:05,2,5,9,2,5,9,651,191,54,8,6,6,466.53,27.97,42.74
2024-08-16,16:01:05,3,6,10,3,6,10,678,198,56,8,6,6,463.74,27.73,42.38
2024-08-16,16:02:05,3,6,10,3,6,10,678,198,56,8,6,6,414.82,27.69,42.46
2024-08-16,16:03:05,3,6,10,3,6,10,678,198,56,8,6,6,418.85,27.72,42.65
2024-08-16,16:04:05,3,6,11,3,6,11,678,198,51,10,6,6,427.42,27.84,42.53
2024-08-16,16:05:05,2,5,10,2,5,10,678,198,51,10,6,6,433.37,27.87,42.36
2024-08-16,16:06:05,2,5,10,2,5,10,678,198,51,10,6,6,433.55,27.93,42.40
2024-08-16,16:07:05,2,5,10,2,5,10,684,203,47,10,6,6,430.95,28.00,42.12
2024-08-16,16:08:05,3,6,11,3,6,11,684,203,47,10,6,6,430.78,28.01,42.38
2024-08-16,16:09:05,3,6,11,3,6,11,684,203,47,10,6,6,446.56,28.07,42.30
2024-08-16,16:10:05,3,7,10,3,7,10,741,217,49,8,4,4,431.28,28.07,42.27
2024-08-16,16:11:05,3,7,10,3,7,10,741,217,49,8,4,4,430.05,28.13,41.91
2024-08-16,16:12:05,2,6,9,2,6,9,741,217,49,8,4,4,434.14,28.34,41.54
2024-08-16,16:13:05,2,6,9,2,6,9,720,210,47,8,4,4,447.44,28.24,41.42
2024-08-16,16:14:05,2,6,9,2,6,9,720,210,47,8,4,4,456.19,28.24,41.53
2024-08-16,16:15:05,2,6,9,2,6,9,720,210,47,8,4,4,477.37,28.20,41.80
2024-08-16,16:16:05,2,6,9,2,6,9,741,213,49,8,4,4,446.12,28.27,41.83
2024-08-16,16:17:05,2,6,9,2,6,9,741,213,49,8,4,4,465.45,28.27,41.96
2024-08-16,16:18:05,2,6,9,2,6,9,741,213,49,8,4,4,453.35,28.24,41.68
2024-08-16,16:19:05,4,7,9,4,7,9,729,218,44,6,2,2,436.79,28.14,41.87
2024-08-16,16:20:05,4,7,9,4,7,9,729,218,44,6,2,2,445.24,28.18,41.54
2024-08-16,16:21:05,4,7,9,4,7,9,729,218,44,6,2,2,501.69,28.04,42.40
2024-08-16,16:22:05,4,7,7,4,7,7,723,216,40,2,0,0,493.94,27.93,42.47
2024-08-16,16:23:05,4,7,7,4,7,7,723,216,40,2,0,0,487.61,27.94,42.18
2024-08-16,16:24:05,4,7,7,4,7,7,723,216,40,2,0,0,472.59,27.73,42.83
2024-08-16,16:25:05,4,7,8,4,7,8,708,214,47,6,2,2,448.84,27.93,41.63
